Date,kitchen,laundry,water_and_ac
2008-10-06,907.0,585.0,8992.0
2008-10-07,982.0,552.0,8186.0
2008-10-08,0.0,464.0,1905.0
2008-10-09,1009.0,399.0,10281.0
2008-10-10,0.0,389.0,12046.0
2008-10-11,1023.0,355.0,10285.0
2008-10-12,1128.0,4144.0,10889.0
2008-10-13,1037.0,535.0,9483.0
2008-10-14,1177.0,442.0,9939.0
2008-10-15,1998.0,7042.0,9984.0
2008-10-16,951.0,429.0,8438.0
2008-10-17,2036.0,3187.0,9639.0
2008-10-18,799.0,1655.0,12146.0
2008-10-19,698.0,8010.0,4600.0
2008-10-20,844.0,2648.0,10475.0
2008-10-21,857.0,2663.0,11331.0
2008-10-22,662.0,2542.0,8487.0
2008-10-23,815.0,1435.0,10587.0
2008-10-24,7893.0,2277.0,10284.0
2008-10-25,737.0,394.0,13433.0
2008-10-26,0.0,360.0,2013.0
2008-10-27,0.0,402.0,1967.0
2008-10-28,2263.0,362.0,5090.0
2008-10-29,1037.0,345.0,4015.0
2008-10-30,0.0,345.0,2619.0
2008-10-31,0.0,312.0,10483.0
2008-11-01,1261.0,290.0,7997.0
2008-11-02,1018.0,297.0,8930.0
2008-11-03,1271.0,3901.0,12936.0
2008-11-04,1802.0,491.0,14522.0
2008-11-05,563.0,1340.0,6930.0
2008-11-06,977.0,842.0,7566.0
2008-11-07,724.0,558.0,9251.0
2008-11-08,0.0,489.0,1880.0
2008-11-09,1005.0,417.0,7644.0
2008-11-10,2144.0,2335.0,11373.0
2008-11-11,2475.0,2288.0,14651.0
2008-11-12,1160.0,273.0,7979.0
2008-11-13,0.0,338.0,6315.0
2008-11-14,2092.0,325.0,9929.0
2008-11-15,3952.0,3799.0,15635.0
2008-11-16,4791.0,1829.0,8945.0
2008-11-17,0.0,378.0,10590.0
2008-11-18,1079.0,369.0,11204.0
2008-11-19,1737.0,3026.0,8704.0
2008-11-20,1034.0,347.0,7732.0
2008-11-21,1039.0,348.0,10396.0
2008-11-22,1093.0,882.0,8320.0
2008-11-23,3631.0,8823.0,10272.0
2008-11-24,1063.0,510.0,13378.0
2008-11-25,3010.0,345.0,10471.0
2008-11-26,909.0,304.0,10002.0
2008-11-27,2491.0,330.0,12440.0
2008-11-28,1113.0,295.0,11361.0
2008-11-29,5268.0,2392.0,12386.0
2008-11-30,1161.0,3481.0,11474.0
2008-12-01,5594.0,2621.0,11116.0
2008-12-02,2009.0,1856.0,12138.0
2008-12-03,1120.0,2374.0,11042.0
2008-12-04,7076.0,2499.0,15225.0
2008-12-05,2082.0,1085.0,11959.0
2008-12-06,1951.0,567.0,7246.0
2008-12-07,4436.0,2617.0,7231.0
2008-12-08,0.0,462.0,1844.0
2008-12-09,1867.0,402.0,8738.0
2008-12-10,2561.0,5822.0,7171.0
2008-12-11,1066.0,2712.0,9430.0
2008-12-12,1157.0,255.0,12154.0
2008-12-13,2186.0,261.0,9271.0
2008-12-14,3742.0,2497.0,5415.0
2008-12-15,1178.0,252.0,9668.0
2008-12-16,0.0,253.0,11334.0
2008-12-17,4251.0,284.0,10813.0
2008-12-18,1125.0,258.0,11293.0
2008-12-19,1538.0,296.0,11773.0
2008-12-20,1132.0,6479.0,12819.0
2008-12-21,1099.0,9189.0,14816.0
2008-12-22,2157.0,391.0,10433.0
2008-12-23,2666.0,2115.0,8326.0
2008-12-24,0.0,364.0,9981.0
2008-12-25,0.0,285.0,3598.0
2008-12-26,1121.0,279.0,7796.0
2008-12-27,0.0,244.0,12209.0
2008-12-28,1953.0,217.0,5291.0
2008-12-29,0.0,218.0,2480.0
2008-12-30,0.0,245.0,7145.0
2008-12-31,2975.0,246.0,11860.0
2009-01-01,765.0,3845.0,2803.0
2009-01-02,3330.0,622.0,7494.0
2009-01-03,11178.0,2740.0,8834.0
2009-01-04,2807.0,2364.0,7309.0
2009-01-05,1067.0,1052.0,11709.0
2009-01-06,2789.0,461.0,11361.0
2009-01-07,989.0,590.0,9747.0
2009-01-08,0.0,844.0,6248.0
2009-01-09,0.0,697.0,6073.0
2009-01-10,950.0,602.0,9433.0
2009-01-11,1970.0,470.0,12215.0
2009-01-12,0.0,354.0,10821.0
2009-01-13,1140.0,329.0,16194.0
2009-01-14,2277.0,332.0,10301.0
2009-01-15,2731.0,390.0,9561.0
2009-01-16,5811.0,3158.0,15220.0
2009-01-17,2477.0,3154.0,15322.0
2009-01-18,5649.0,6701.0,12727.0
2009-01-19,1118.0,376.0,10279.0
2009-01-20,0.0,282.0,13727.0
2009-01-21,1148.0,2159.0,9830.0
2009-01-22,0.0,341.0,8246.0
2009-01-23,2078.0,295.0,12146.0
2009-01-24,5096.0,4492.0,8322.0
2009-01-25,3971.0,5960.0,11213.0
2009-01-26,1121.0,348.0,9821.0
2009-01-27,896.0,278.0,6608.0
2009-01-28,2301.0,6949.0,14285.0
2009-01-29,0.0,294.0,8996.0
2009-01-30,1622.0,280.0,12147.0
2009-01-31,8278.0,6575.0,15309.0
2009-02-01,2417.0,6018.0,11841.0
2009-02-02,1159.0,232.0,10915.0
2009-02-03,1560.0,310.0,6684.0
2009-02-04,1128.0,324.0,13500.0
2009-02-05,1430.0,374.0,9760.0
2009-02-06,0.0,506.0,7892.0
2009-02-07,637.0,603.0,8032.0
2009-02-08,0.0,637.0,3539.0
2009-02-09,947.0,659.0,9921.0
2009-02-10,0.0,570.0,10142.0
2009-02-11,1881.0,471.0,7490.0
2009-02-12,1143.0,7052.0,12851.0
2009-02-13,1100.0,254.0,11554.0
2009-02-14,2280.0,3256.0,18509.0
2009-02-15,2465.0,226.0,5234.0
2009-02-16,0.0,261.0,7037.0
2009-02-17,0.0,266.0,3925.0
2009-02-18,0.0,297.0,5471.0
2009-02-19,1046.0,262.0,1796.0
2009-02-20,2897.0,293.0,8768.0
2009-02-21,2111.0,262.0,3983.0
2009-02-22,3816.0,8576.0,7133.0
2009-02-23,1212.0,3744.0,12471.0
2009-02-24,0.0,1602.0,14512.0
2009-02-25,1092.0,274.0,7359.0
2009-02-26,0.0,268.0,6841.0
2009-02-27,1154.0,246.0,14831.0
2009-02-28,1145.0,5358.0,8006.0
2009-03-01,6440.0,328.0,10439.0
2009-03-02,703.0,878.0,14984.0
2009-03-03,1159.0,268.0,13024.0
2009-03-04,0.0,326.0,8556.0
2009-03-05,3207.0,2593.0,7226.0
2009-03-06,940.0,1370.0,11577.0
2009-03-07,856.0,642.0,7371.0
2009-03-08,0.0,605.0,3811.0
2009-03-09,3319.0,3099.0,5011.0
2009-03-10,3644.0,920.0,14480.0
2009-03-11,2009.0,3951.0,9025.0
2009-03-12,1039.0,402.0,9906.0
2009-03-13,1082.0,311.0,10466.0
2009-03-14,2196.0,280.0,18036.0
2009-03-15,3478.0,5152.0,8353.0
2009-03-16,0.0,306.0,9273.0
2009-03-17,1110.0,3952.0,12320.0
2009-03-18,1123.0,375.0,12101.0
2009-03-19,0.0,314.0,9458.0
2009-03-20,1083.0,308.0,10618.0
2009-03-21,5420.0,682.0,10266.0
2009-03-22,2017.0,3778.0,9015.0
2009-03-23,1078.0,310.0,5999.0
2009-03-24,1710.0,352.0,10149.0
2009-03-25,2780.0,3315.0,10287.0
2009-03-26,0.0,312.0,8596.0
2009-03-27,1103.0,526.0,9947.0
2009-03-28,4527.0,327.0,12225.0
2009-03-29,1611.0,4024.0,9502.0
2009-03-30,1085.0,295.0,9901.0
2009-03-31,2202.0,2711.0,12958.0
2009-04-01,1457.0,5251.0,3245.0
2009-04-02,871.0,6961.0,15960.0
2009-04-03,2214.0,2570.0,8393.0
2009-04-04,2699.0,4172.0,16251.0
2009-04-05,1007.0,411.0,11374.0
2009-04-06,1906.0,455.0,6905.0
2009-04-07,2084.0,2329.0,6791.0
2009-04-08,0.0,607.0,3871.0
2009-04-09,0.0,636.0,8095.0
2009-04-10,3189.0,3499.0,8980.0
2009-04-11,1075.0,4008.0,12246.0
2009-04-12,1158.0,352.0,9134.0
2009-04-13,1006.0,5648.0,6209.0
2009-04-14,888.0,2341.0,9478.0
2009-04-15,1880.0,463.0,5278.0
2009-04-16,2896.0,397.0,9809.0
2009-04-17,0.0,5224.0,7655.0
2009-04-18,1028.0,2613.0,10699.0
2009-04-19,2201.0,376.0,8088.0
2009-04-20,0.0,2644.0,10476.0
2009-04-21,1925.0,375.0,7380.0
2009-04-22,1024.0,1203.0,13265.0
2009-04-23,1068.0,395.0,5511.0
2009-04-24,0.0,383.0,9677.0
2009-04-25,2007.0,3901.0,13225.0
2009-04-26,3053.0,3017.0,10561.0
2009-04-27,995.0,376.0,7021.0
2009-04-28,2068.0,371.0,11469.0
2009-04-29,1043.0,2492.0,9372.0
2009-04-30,1027.0,363.0,15305.0
2009-05-01,1247.0,322.0,8650.0
2009-05-02,1104.0,264.0,12987.0
2009-05-03,0.0,271.0,9094.0
2009-05-04,3832.0,357.0,6503.0
2009-05-05,1049.0,5539.0,10166.0
2009-05-06,0.0,456.0,12515.0
2009-05-07,3215.0,1438.0,8014.0
2009-05-08,0.0,620.0,4042.0
2009-05-09,2988.0,2248.0,10433.0
2009-05-10,984.0,542.0,7983.0
2009-05-11,1105.0,532.0,9868.0
2009-05-12,3822.0,351.0,13324.0
2009-05-13,1419.0,553.0,7127.0
2009-05-14,0.0,4065.0,11499.0
2009-05-15,1382.0,494.0,12195.0
2009-05-16,1705.0,4820.0,12265.0
2009-05-17,2555.0,1926.0,7168.0
2009-05-18,763.0,374.0,8971.0
2009-05-19,3253.0,792.0,10981.0
2009-05-20,1061.0,1889.0,9470.0
2009-05-21,1553.0,1278.0,12563.0
2009-05-22,982.0,1207.0,8078.0
2009-05-23,480.0,1844.0,12579.0
2009-05-24,45.0,446.0,10256.0
2009-05-25,920.0,966.0,9930.0
2009-05-26,1191.0,860.0,10100.0
2009-05-27,1052.0,2355.0,11076.0
2009-05-28,1502.0,421.0,9049.0
2009-05-29,1005.0,434.0,10112.0
2009-05-30,2787.0,1707.0,11557.0
2009-05-31,1466.0,458.0,5720.0
2009-06-01,0.0,254.0,12462.0
2009-06-02,1165.0,273.0,11716.0
2009-06-03,1144.0,265.0,12056.0
2009-06-04,799.0,333.0,10141.0
2009-06-05,1038.0,1797.0,9058.0
2009-06-06,1769.0,2732.0,10611.0
2009-06-07,429.0,755.0,7142.0
2009-06-08,0.0,659.0,4193.0
2009-06-09,995.0,588.0,9031.0
2009-06-10,1.0,543.0,8806.0
2009-06-11,0.0,442.0,11326.0
2009-06-12,2850.0,4175.0,12420.0
2009-06-13,0.0,5.0,79.0
2009-06-14,0.0,0.0,0.0
2009-06-15,916.0,348.0,5662.0
2009-06-16,2983.0,1221.0,13691.0
2009-06-17,975.0,611.0,7193.0
2009-06-18,0.0,461.0,11223.0
2009-06-19,969.0,475.0,7737.0
2009-06-20,0.0,2657.0,9159.0
2009-06-21,1039.0,412.0,6002.0
2009-06-22,0.0,449.0,11148.0
2009-06-23,1010.0,1261.0,8186.0
2009-06-24,3059.0,1239.0,14275.0
2009-06-25,0.0,495.0,6224.0
2009-06-26,1826.0,538.0,9952.0
2009-06-27,2663.0,2432.0,13468.0
2009-06-28,0.0,1421.0,6742.0
2009-06-29,1794.0,598.0,6462.0
2009-06-30,582.0,1034.0,8989.0
2009-07-01,2687.0,3820.0,9979.0
2009-07-02,6822.0,4483.0,17873.0
2009-07-03,1055.0,811.0,12113.0
2009-07-04,1103.0,338.0,9121.0
2009-07-05,0.0,374.0,7992.0
2009-07-06,2077.0,1641.0,6034.0
2009-07-07,1292.0,3619.0,5704.0
2009-07-08,0.0,668.0,4232.0
2009-07-09,2196.0,577.0,8299.0
2009-07-10,734.0,4334.0,9908.0
2009-07-11,2187.0,408.0,10014.0
2009-07-12,1132.0,358.0,10291.0
2009-07-13,0.0,594.0,3881.0
2009-07-14,2303.0,618.0,6155.0
2009-07-15,878.0,932.0,5820.0
2009-07-16,0.0,1724.0,3902.0
2009-07-17,0.0,626.0,6670.0
2009-07-18,0.0,663.0,5389.0
2009-07-19,0.0,598.0,5058.0
2009-07-20,914.0,784.0,4948.0
2009-07-21,0.0,981.0,7795.0
2009-07-22,0.0,681.0,3965.0
2009-07-23,926.0,622.0,9064.0
2009-07-24,0.0,630.0,4128.0
2009-07-25,0.0,577.0,3716.0
2009-07-26,0.0,1019.0,3799.0
2009-07-27,0.0,2062.0,5202.0
2009-07-28,0.0,4899.0,4353.0
2009-07-29,869.0,749.0,7549.0
2009-07-30,0.0,2304.0,4040.0
2009-07-31,865.0,3423.0,6302.0
2009-08-01,2773.0,299.0,10075.0
2009-08-02,5341.0,259.0,15174.0
2009-08-03,7253.0,5260.0,12691.0
2009-08-04,2131.0,2827.0,7968.0
2009-08-05,2226.0,848.0,15426.0
2009-08-06,1024.0,432.0,8551.0
2009-08-07,0.0,3514.0,9308.0
2009-08-08,0.0,646.0,4093.0
2009-08-09,1002.0,577.0,8533.0
2009-08-10,2091.0,619.0,11568.0
2009-08-11,4941.0,2075.0,14871.0
2009-08-12,1108.0,350.0,15376.0
2009-08-13,1215.0,3702.0,1709.0
2009-08-14,429.0,850.0,4647.0
2009-08-15,3437.0,1852.0,8922.0
2009-08-16,1604.0,1094.0,5691.0
2009-08-17,1.0,813.0,6261.0
2009-08-18,2306.0,1440.0,6324.0
2009-08-19,896.0,812.0,6044.0
2009-08-20,0.0,883.0,6138.0
2009-08-21,3043.0,887.0,7527.0
2009-08-22,4544.0,3203.0,8549.0
2009-08-23,949.0,819.0,6994.0
2009-08-24,2279.0,737.0,8247.0
2009-08-25,1140.0,755.0,6291.0
2009-08-26,2131.0,1516.0,7860.0
2009-08-27,0.0,664.0,4283.0
2009-08-28,1778.0,1125.0,7485.0
2009-08-29,905.0,1483.0,11707.0
2009-08-30,2653.0,1363.0,10648.0
2009-08-31,960.0,678.0,9974.0
2009-09-01,1802.0,272.0,9285.0
2009-09-02,1063.0,228.0,9375.0
2009-09-03,2001.0,369.0,10336.0
2009-09-04,2682.0,366.0,13482.0
2009-09-05,2090.0,382.0,6605.0
2009-09-06,1000.0,414.0,10695.0
2009-09-07,0.0,656.0,4783.0
2009-09-08,1984.0,2380.0,5154.0
2009-09-09,964.0,3832.0,10671.0
2009-09-10,0.0,559.0,10718.0
2009-09-11,1125.0,430.0,7621.0
2009-09-12,2054.0,3355.0,7971.0
2009-09-13,4146.0,612.0,10170.0
2009-09-14,2843.0,603.0,9091.0
2009-09-15,1769.0,560.0,8644.0
2009-09-16,1035.0,3470.0,13384.0
2009-09-17,0.0,563.0,9710.0
2009-09-18,1993.0,652.0,9151.0
2009-09-19,1607.0,4050.0,14845.0
2009-09-20,4532.0,2466.0,11935.0
2009-09-21,921.0,604.0,10844.0
2009-09-22,937.0,597.0,8502.0
2009-09-23,2085.0,978.0,12884.0
2009-09-24,1051.0,621.0,10374.0
2009-09-25,0.0,594.0,9694.0
2009-09-26,1943.0,571.0,14581.0
2009-09-27,1817.0,4571.0,8554.0
2009-09-28,0.0,603.0,10797.0
2009-09-29,1031.0,603.0,7322.0
2009-09-30,970.0,8080.0,9196.0
2009-10-01,2828.0,4288.0,12539.0
2009-10-02,1128.0,263.0,12339.0
2009-10-03,0.0,281.0,11610.0
2009-10-04,2057.0,2822.0,13828.0
2009-10-05,4300.0,6670.0,8692.0
2009-10-06,1032.0,4745.0,9889.0
2009-10-07,988.0,2624.0,7492.0
2009-10-08,0.0,3719.0,6012.0
2009-10-09,928.0,600.0,6508.0
2009-10-10,4510.0,570.0,14811.0
2009-10-11,1118.0,432.0,11788.0
2009-10-12,2823.0,349.0,15399.0
2009-10-13,983.0,530.0,9530.0
2009-10-14,2001.0,3131.0,10013.0
2009-10-15,1629.0,463.0,9641.0
2009-10-16,0.0,482.0,11136.0
2009-10-17,5490.0,4364.0,18326.0
2009-10-18,712.0,499.0,11144.0
2009-10-19,1104.0,457.0,8227.0
2009-10-20,760.0,450.0,11005.0
2009-10-21,2031.0,5916.0,8569.0
2009-10-22,0.0,492.0,11074.0
2009-10-23,3180.0,495.0,11696.0
2009-10-24,6202.0,518.0,15941.0
2009-10-25,3010.0,6181.0,13691.0
2009-10-26,475.0,468.0,5788.0
2009-10-27,579.0,449.0,8367.0
2009-10-28,1044.0,463.0,9318.0
2009-10-29,765.0,4125.0,5677.0
2009-10-30,1779.0,2005.0,8828.0
2009-10-31,1773.0,2514.0,14637.0
2009-11-01,4521.0,5301.0,5887.0
2009-11-02,2985.0,10477.0,12195.0
2009-11-03,3476.0,7288.0,10737.0
2009-11-04,3661.0,4286.0,18233.0
2009-11-05,1035.0,457.0,11009.0
2009-11-06,0.0,472.0,10610.0
2009-11-07,981.0,683.0,7756.0
2009-11-08,857.0,1467.0,6577.0
2009-11-09,0.0,631.0,11693.0
2009-11-10,4111.0,6454.0,8648.0
2009-11-11,2338.0,5105.0,11214.0
2009-11-12,1546.0,385.0,11251.0
2009-11-13,1856.0,407.0,9178.0
2009-11-14,4169.0,2411.0,18868.0
2009-11-15,991.0,5278.0,9446.0
2009-11-16,2021.0,545.0,9354.0
2009-11-17,0.0,453.0,11616.0
2009-11-18,6012.0,7655.0,13787.0
2009-11-19,0.0,481.0,10936.0
2009-11-20,843.0,407.0,12816.0
2009-11-21,5694.0,1997.0,12553.0
2009-11-22,6774.0,411.0,16097.0
2009-11-23,0.0,402.0,8230.0
2009-11-24,2491.0,4579.0,9086.0
2009-11-25,745.0,5083.0,10596.0
2009-11-26,2262.0,407.0,10069.0
2009-11-27,0.0,396.0,11599.0
2009-11-28,3199.0,386.0,14350.0
2009-11-29,1073.0,3061.0,7828.0
2009-11-30,1080.0,361.0,12039.0
2009-12-01,0.0,261.0,12147.0
2009-12-02,1109.0,299.0,17724.0
2009-12-03,0.0,364.0,13655.0
2009-12-04,7498.0,1504.0,12470.0
2009-12-05,0.0,2713.0,11335.0
2009-12-06,1009.0,460.0,7137.0
2009-12-07,0.0,589.0,4060.0
2009-12-08,912.0,689.0,4991.0
2009-12-09,9583.0,1202.0,12601.0
2009-12-10,997.0,515.0,9420.0
2009-12-11,1486.0,429.0,9403.0
2009-12-12,1087.0,4120.0,8198.0
2009-12-13,3984.0,417.0,13178.0
2009-12-14,1090.0,2280.0,10742.0
2009-12-15,1111.0,392.0,14084.0
2009-12-16,1143.0,2943.0,8104.0
2009-12-17,0.0,308.0,14395.0
2009-12-18,1195.0,304.0,11466.0
2009-12-19,1165.0,2662.0,13681.0
2009-12-20,1237.0,313.0,7795.0
2009-12-21,3293.0,282.0,11473.0
2009-12-22,0.0,285.0,15829.0
2009-12-23,1143.0,284.0,11205.0
2009-12-24,5184.0,5575.0,15198.0
2009-12-25,3371.0,3895.0,14288.0
2009-12-26,1186.0,4294.0,16047.0
2009-12-27,4218.0,318.0,12450.0
2009-12-28,2175.0,2063.0,14934.0
2009-12-29,1260.0,346.0,10205.0
2009-12-30,5284.0,4539.0,12484.0
2009-12-31,0.0,387.0,19409.0
2010-01-01,2304.0,327.0,3558.0
2010-01-02,1111.0,367.0,14623.0
2010-01-03,1785.0,471.0,7115.0
2010-01-04,1780.0,517.0,14393.0
2010-01-05,1984.0,4885.0,6751.0
2010-01-06,970.0,400.0,11858.0
2010-01-07,877.0,921.0,7438.0
2010-01-08,0.0,558.0,4263.0
2010-01-09,1947.0,1194.0,13990.0
2010-01-10,1752.0,724.0,11307.0
2010-01-11,0.0,634.0,8746.0
2010-01-13,0.0,0.0,0.0
2010-01-14,1890.0,84.0,1893.0
2010-01-15,1957.0,2952.0,13546.0
2010-01-16,2605.0,2415.0,13652.0
2010-01-17,1992.0,298.0,15044.0
2010-01-18,617.0,295.0,12981.0
2010-01-19,2044.0,653.0,19311.0
2010-01-20,2317.0,3341.0,14563.0
2010-01-21,894.0,449.0,16451.0
2010-01-22,699.0,352.0,14512.0
2010-01-23,3154.0,4086.0,16021.0
2010-01-24,3496.0,2760.0,11046.0
2010-01-25,1368.0,455.0,16136.0
2010-01-26,526.0,395.0,16243.0
2010-01-27,2044.0,6403.0,18154.0
2010-01-28,2032.0,504.0,14987.0
2010-01-29,1488.0,851.0,18061.0
2010-01-30,3240.0,7544.0,17891.0
2010-01-31,1715.0,1380.0,12569.0
2010-02-01,801.0,298.0,6424.0
2010-02-02,0.0,382.0,21536.0
2010-02-03,0.0,424.0,3605.0
2010-02-04,0.0,483.0,13074.0
2010-02-05,1858.0,7966.0,14454.0
2010-02-06,0.0,656.0,8454.0
2010-02-07,822.0,932.0,6337.0
2010-02-08,0.0,536.0,4191.0
2010-02-09,929.0,500.0,11785.0
2010-02-10,3972.0,741.0,13532.0
2010-02-11,0.0,574.0,5784.0
2010-02-13,1838.0,5292.0,18710.0
2010-02-14,1223.0,318.0,13190.0
2010-02-15,3468.0,332.0,16065.0
2010-02-16,1945.0,317.0,12820.0
2010-02-17,2294.0,6636.0,10101.0
2010-02-18,965.0,385.0,14884.0
2010-02-19,2124.0,397.0,14543.0
2010-02-20,3748.0,382.0,14470.0
2010-02-21,5905.0,8142.0,17083.0
2010-02-22,1393.0,2167.0,10159.0
2010-02-23,0.0,3001.0,8806.0
2010-02-24,2260.0,1682.0,14315.0
2010-02-25,0.0,474.0,15120.0
2010-02-26,1146.0,2454.0,14821.0
2010-02-27,3743.0,441.0,14358.0
2010-02-28,0.0,487.0,2952.0
2010-03-01,3842.0,4920.0,10074.0
2010-03-02,2234.0,8423.0,21130.0
2010-03-03,0.0,425.0,7221.0
2010-03-04,1778.0,648.0,17694.0
2010-03-05,980.0,534.0,11825.0
2010-03-06,2916.0,451.0,12304.0
2010-03-07,0.0,968.0,6151.0
2010-03-08,0.0,527.0,4096.0
2010-03-09,940.0,523.0,9747.0
2010-03-10,5000.0,2564.0,7738.0
2010-03-11,1021.0,1108.0,6529.0
2010-03-13,2848.0,5534.0,17973.0
2010-03-14,3464.0,918.0,7101.0
2010-03-15,778.0,436.0,15053.0
2010-03-16,0.0,457.0,10083.0
2010-03-17,1136.0,5851.0,13105.0
2010-03-18,1147.0,570.0,10845.0
2010-03-19,0.0,596.0,12591.0
2010-03-20,0.0,25.0,969.0
2010-03-21,1670.0,2807.0,3680.0
2010-03-22,1142.0,557.0,13859.0
2010-03-23,2892.0,1153.0,13107.0
2010-03-24,1075.0,5832.0,12817.0
2010-03-25,0.0,611.0,13797.0
2010-03-26,1078.0,682.0,12547.0
2010-03-27,1067.0,3080.0,12483.0
2010-03-28,1083.0,7895.0,7118.0
2010-03-29,0.0,636.0,15420.0
2010-03-30,1760.0,571.0,13765.0
2010-03-31,1067.0,6313.0,12041.0
2010-04-01,0.0,292.0,10812.0
2010-04-02,1074.0,532.0,23743.0
2010-04-03,0.0,436.0,2928.0
2010-04-04,1097.0,831.0,12687.0
2010-04-05,0.0,1018.0,12007.0
2010-04-06,1695.0,397.0,12517.0
2010-04-07,860.0,804.0,6597.0
2010-04-08,0.0,532.0,4116.0
2010-04-09,2605.0,734.0,13241.0
2010-04-10,1709.0,722.0,8252.0
2010-04-11,6029.0,11193.0,10286.0
2010-04-13,1097.0,646.0,13033.0
2010-04-14,1132.0,5871.0,9194.0
2010-04-15,2526.0,658.0,15667.0
2010-04-16,2837.0,592.0,12623.0
2010-04-17,553.0,3124.0,12571.0
2010-04-18,1104.0,618.0,12550.0
2010-04-19,1230.0,4255.0,13474.0
2010-04-20,1388.0,719.0,16668.0
2010-04-21,0.0,635.0,12902.0
2010-04-22,1062.0,653.0,12492.0
2010-04-23,0.0,623.0,10981.0
2010-04-24,4445.0,1483.0,8223.0
2010-04-25,0.0,2350.0,7595.0
2010-04-26,1038.0,460.0,7635.0
2010-04-27,0.0,545.0,8539.0
2010-04-28,0.0,578.0,6035.0
2010-04-29,12.0,679.0,8102.0
2010-04-30,2695.0,659.0,6969.0
2010-05-01,1785.0,293.0,16468.0
2010-05-02,902.0,474.0,18008.0
2010-05-03,1108.0,351.0,5918.0
2010-05-04,1755.0,1436.0,5503.0
2010-05-05,2969.0,2194.0,12183.0
2010-05-06,10932.0,1253.0,12223.0
2010-05-07,841.0,837.0,6913.0
2010-05-08,0.0,517.0,4013.0
2010-05-09,1609.0,2732.0,7471.0
2010-05-10,0.0,3012.0,12037.0
2010-05-11,0.0,790.0,12610.0
2010-05-13,2123.0,1477.0,10527.0
2010-05-14,1045.0,334.0,16764.0
2010-05-15,3347.0,336.0,13670.0
2010-05-16,3361.0,3922.0,11888.0
2010-05-17,1014.0,367.0,15344.0
2010-05-18,0.0,370.0,11677.0
2010-05-19,2122.0,659.0,9864.0
2010-05-20,0.0,369.0,10101.0
2010-05-21,1073.0,381.0,10113.0
2010-05-22,2278.0,2441.0,17454.0
2010-05-23,864.0,416.0,9541.0
2010-05-24,1875.0,2467.0,7746.0
2010-05-25,474.0,451.0,10439.0
2010-05-26,914.0,4500.0,8530.0
2010-05-27,932.0,443.0,10669.0
2010-05-28,1020.0,413.0,11616.0
2010-05-29,4057.0,400.0,16635.0
2010-05-30,2405.0,2976.0,9708.0
2010-05-31,1710.0,2171.0,10461.0
2010-06-01,1731.0,3256.0,11359.0
2010-06-02,4324.0,2209.0,17857.0
2010-06-03,0.0,419.0,3970.0
2010-06-04,1154.0,613.0,12476.0
2010-06-05,0.0,301.0,10280.0
2010-06-06,7609.0,574.0,11365.0
2010-06-07,0.0,771.0,8451.0
2010-06-08,0.0,507.0,3947.0
2010-06-09,3164.0,532.0,10174.0
2010-06-10,1016.0,527.0,8055.0
2010-06-11,3255.0,680.0,9803.0
2010-06-13,4922.0,2516.0,9096.0
2010-06-14,958.0,473.0,10336.0
2010-06-15,0.0,488.0,10144.0
2010-06-16,1875.0,4999.0,10336.0
2010-06-17,0.0,488.0,8510.0
2010-06-18,977.0,454.0,11977.0
2010-06-19,2385.0,1803.0,9554.0
2010-06-20,1021.0,4195.0,12337.0
2010-06-21,3824.0,3525.0,11179.0
2010-06-22,968.0,6176.0,9230.0
2010-06-23,5740.0,1500.0,10188.0
2010-06-24,973.0,883.0,8090.0
2010-06-25,0.0,689.0,10466.0
2010-06-26,921.0,1221.0,7939.0
2010-06-27,2665.0,764.0,7690.0
2010-06-28,0.0,809.0,12516.0
2010-06-29,1746.0,1978.0,8263.0
2010-06-30,398.0,806.0,5214.0
2010-07-01,1198.0,255.0,12936.0
2010-07-02,2736.0,3837.0,5546.0
2010-07-03,0.0,4674.0,3679.0
2010-07-04,1077.0,3440.0,11362.0
2010-07-05,1053.0,332.0,13602.0
2010-07-06,1821.0,488.0,6737.0
2010-07-07,879.0,760.0,5762.0
2010-07-08,0.0,520.0,3968.0
2010-07-09,1929.0,922.0,11829.0
2010-07-10,2159.0,543.0,12666.0
2010-07-11,1026.0,621.0,6943.0
2010-07-13,2273.0,2826.0,7894.0
2010-07-14,1064.0,598.0,7575.0
2010-07-15,1071.0,2179.0,8203.0
2010-07-16,0.0,568.0,3854.0
2010-07-17,0.0,541.0,6094.0
2010-07-18,0.0,498.0,3943.0
2010-07-19,0.0,549.0,6105.0
2010-07-20,9.0,550.0,5178.0
2010-07-21,2030.0,585.0,6178.0
2010-07-22,0.0,2151.0,5604.0
2010-07-23,897.0,2106.0,8295.0
2010-07-24,0.0,2096.0,3892.0
2010-07-25,0.0,3732.0,7549.0
2010-07-26,0.0,2246.0,4147.0
2010-07-27,907.0,523.0,4042.0
2010-07-28,801.0,544.0,7232.0
2010-07-29,0.0,537.0,4158.0
2010-07-30,0.0,534.0,4087.0
2010-07-31,0.0,548.0,4272.0
2010-08-01,0.0,994.0,12531.0
2010-08-02,1161.0,431.0,19764.0
2010-08-03,4214.0,7645.0,15971.0
2010-08-04,145.0,669.0,13322.0
2010-08-05,3569.0,2435.0,10158.0
2010-08-06,1513.0,821.0,11374.0
2010-08-07,857.0,1350.0,8459.0
2010-08-08,0.0,526.0,3958.0
2010-08-09,1.0,495.0,7478.0
